Time,Signal,Noisy Signal
0.37,0.4063110761124126,0.3063412053384702
0.375,0.9999999999999991,0.9384326626667925
0.38,0.8938698963763376,0.5889299650795634
0.385,-1.6980071877133622,-1.464820934836465
0.39,-0.8408028733287565,-1.0355242047907112
0.395,0.3509837099874032,0.21023320135992477
0.4,-1.3143277802978357,-1.0484121307522778
0.405,-1.912310191055876,-1.6461107093358247
0.41000000000000003,-1.3930349035247118,-1.3042008233698497
0.41500000000000004,-0.5066099940355303,-0.7554545848028341
0.42,0.8637129187380285,0.9254157708430848
0.425,0.511460959675648,0.5894318520472211
0.43,-0.5459259145732942,-0.16681847606131356
0.435,-1.6961221745162112,-1.5918230427284894
0.44,-3.466176398334001,-3.58035897440165
0.445,-1.953136791601315,-1.9343319286301488
0.45,0.5302487364574279,0.6873225872289789
0.455,-1.0628876740552489,-0.9663646336422721
0.46,-1.0646078720393501,-1.1271038647917249
0.465,0.8007663740154275,0.9115832930498056
0.47000000000000003,-1.1354890150429335,-1.3648168952912505
0.47500000000000003,-0.7384239948536362,-0.5869911022392947
0.48,1.9590242001730047,1.9280123302414993
0.485,-1.4733720022359122,-1.303388940568944
0.49,-3.515221050461898,-3.408413072765551
0.495,0.13403852017913054,0.030614079094818336
0.5,9.77241516771529e-16,-0.17080480621200228
0.505,-0.13403852017916495,0.14007707256728208
0.51,3.5152210504618813,3.7003982320261146
0.515,1.4733720022359593,1.4285321087999987
0.52,-1.9590242001729965,-2.161457710684033
0.525,0.7384239948536675,0.766397016280038
0.53,1.1354890150429344,0.9908897924667617
0.535,-0.8007663740154389,-0.8904636582859053
0.54,1.0646078720393506,1.195063558781641
0.545,1.0628876740552284,1.0182097241575698
0.55,-0.5302487364574201,-0.47238178358719507
0.555,1.953136791601315,1.9203748209869458
0.56,3.466176398334013,3.3546416153809937
0.5650000000000001,1.6961221745161907,1.8734859654248872
0.5700000000000001,0.5459259145732914,0.6534491022846453
0.5750000000000001,-0.511460959675629,-0.5262312691889112
0.58,-0.8637129187380628,-1.027420173642516
0.585,0.5066099940354996,0.35581930177161647
0.59,1.3930349035247076,1.453919124051392
0.595,1.9123101910558604,1.6935760749163926
0.6,1.3143277802978368,1.3746185126863704
0.605,-0.3509837099873828,0.009203376204561686
0.61,0.8408028733287347,0.8317614328981048
0.615,1.69800718771337,1.9088664203651717
0.62,-0.8938698963762963,-0.49246370265087985
0.625,-1.000000000000011,-0.9996322708090044
0.63,-0.4063110761124147,-0.561107002414937
0.635,-2.481137515168684,-2.572083409573091
0.64,-0.07353821018195106,0.15714628484264123
0.645,3.2333073987285346,3.2651667784281075
0.65,-0.1669774724547501,-0.4232931214163779
0.655,-1.5707769564142415,-1.3860734016351492
0.66,0.08644077438859643,0.12861915570847124
0.665,-2.677306916488169,-2.713979070596119
0.67,-2.5846992921357,-2.3298257936978106
0.675,1.0696778704085728,1.4276001566585494
0.68,-1.3484352234496402,-1.1706918486754
0.685,-3.0053991779569262,-2.7598126315403753
0.6900000000000001,0.5904138948292127,0.6800882366074834
0.6950000000000001,0.32738830698240157,0.5736716054256034
0.7000000000000001,-0.9510565162951143,-1.1147606361297249
0.705,0.7439022576145646,0.7085988390569061
0.71,-1.39300238979216,-1.4639582668285496
0.715,-3.9840499156943396,-4.371522797255052
0.72,-1.4943556512058949,-1.7089946916392975
0.725,0.22468084648064107,0.17770530562893538
0.73,0.14545001974690308,0.27380337622223705
0.735,0.8956365478858381,0.8269601106812992
0.74,0.25184368946213764,0.2890919734134943
0.745,-0.5630397917867229,-0.5460088063841659
0.75,2.220446049250313e-16,0.08924003963849944
0.755,0.2224328007765557,0.16983000136510154
0.76,0.32567544788606345,0.08718946891989293
0.765,-0.6181074811622447,-0.6899013118649602
0.77,-1.591866238876332,-1.3862441192103394
0.775,0.8427148352305004,0.913579673053527
0.78,2.526901759858936,2.3669048406570803
0.785,1.5372594293427602,1.4517164054538345
0.79,2.400996778438579,2.2580834981335833
0.795,1.3100431897478784,1.5673995671628176
0.8,-2.1266270208801057,-1.9087892349217064
0.805,0.10413001905395602,0.025306406529325712
0.81,2.465469097757722,2.650671250041688
0.8150000000000001,-0.17224845322651217,0.010289892521915034
0.8200000000000001,0.8628525852088619,1.1063516618606732
0.8250000000000001,2.6877118591584312,2.3952554835791697
0.8300000000000001,-0.14808594220450733,-0.2595559144805252
0.835,1.205535294727984,1.3774497453715002
0.84,3.874187183925356,3.851050381319434
0.845,-0.3098289863114085,-0.32008381642194617
0.85,-2.0690905050450645,-2.2775051091352077
0.855,0.3726872736980644,0.4106839490403828
0.86,-0.7981762273457299,-0.9307720177734837
0.865,-0.0679686261159601,-0.08861265573417362
0.87,3.1950359814998026,3.232738507361538
0.875,1.000000000000017,1.3202835913860547
0.88,-1.4131639828854285,-1.5518353922497028
0.885,0.03436355700354965,-0.1091816067605964
0.89,-0.36157380591428656,-0.2142484480991439
0.895,-1.2094695285099597,-1.3338820114204535
0.9,-0.5877852522924997,-0.49655656310791696
0.905,-1.4919449589629399,-1.6943180032168526
0.91,-1.893378571754825,-1.7255525884287704
0.915,-0.4603577074950408,-0.25389339176726583
0.92,0.6917806450438834,0.7149921348591314
0.925,1.1065730290742468,1.2474446152277117
0.93,-0.6706023454257635,-0.5960799666231941
0.935,-2.840145716474498,-2.856480031664142
0.9400000000000001,-2.0281870144585925,-2.1328044570087914
0.9450000000000001,-1.6979375649847435,-1.6352972517078077
0.9500000000000001,-1.7058192410423623,-1.9702811544546917
0.9550000000000001,0.7479088200392168,0.9937624215864078
0.96,0.008797127523393788,-0.03209122913644946
0.965,-2.3536169137946104,-2.519741081248426
0.97,0.49154330598615703,0.4683907704322916
0.975,1.3564579836035868,1.4015203399419929
0.98,-1.6942061522883618,-1.719782871957496
0.985,-0.5181106888915021,-0.5664019712005515
0.99,-0.4877597108767572,-0.6499471654936818
0.995,-3.4692070717371797,-3.558336780410231
